asn,network_type,network_name
263003,Cable/DSL/ISP,VIPNET TELECOMUNICAO E INFORMATICA
50188,Enterprise,KOLNET
197892,Cable/DSL/ISP,Spoldzielnia Mieszkaniowa W Nowym Tomyslu
203520,Educational/Research,Xantaro
60350,Content,Veepee (former VENTE-PRIVEE.COM)
51862,NSP,ProfitBricks GmbH
23138,Cable/DSL/ISP,First Step Internet
395460,Enterprise,"Prolixium Enterprises, LLC"
199494,Cable/DSL/ISP,ETTH Bartosz Bachowski
200031,Cable/DSL/ISP,Netcity Sp. z o.o.
201661,Cable/DSL/ISP,"PRZEDSIEBIORSTWO AJC 2 S.C. OZGA ADAM, KUBALA JAROSLAW, OZGA KONRAD"
58629,NSP,Global Fair Communications
51931,Cable/DSL/ISP,ARPNET WOJCIECH CHODACKI
197849,Cable/DSL/ISP,F.H.U. RACZEK-NET Bozena Rak
197049,Cable/DSL/ISP,INTERNET SERWIS WOJCIECH BANDUROWSKI
198611,Enterprise,M-Networks Sp. z o.o.
198050,Cable/DSL/ISP,"ALFA-SYSTEM M. Piwowarski, A. Widera Spolka Jawna"
51619,Cable/DSL/ISP,CITY PARTNER SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA
199888,Cable/DSL/ISP,RAJF
327761,NSP,Access Point Technologies
51399,Cable/DSL/ISP,Fiberway
31394,NSP,nemox.net
42483,Cable/DSL/ISP,PikoNet sp. z o.o.
197405,Cable/DSL/ISP,Tomkow Sp. z o.o.
51394,Cable/DSL/ISP,Akasha.net Sp. z o.o.
49528,Cable/DSL/ISP,MARCIN MALOLEPSZY @ALFANET
200889,Cable/DSL/ISP,"WITEK MARIAN NAZWA FIRMY ""MARIAN WITEK"""
264432,Cable/DSL/ISP,D & D INFORMÁTICA LTDA
265382,Cable/DSL/ISP,SIGMA TELECOM LTDA ME
224,Educational/Research,Uninett
201314,Cable/DSL/ISP,Gigabit
9017,Educational/Research,Marcus van Dam
11915,NSP,TelePacific Communications AS11915
29084,Cable/DSL/ISP,Comnet Bulgaria
15836,Cable/DSL/ISP,Arax-Impex
59444,Cable/DSL/ISP,AMSNET Andrzej Szreter
50661,Cable/DSL/ISP,Telkab sp. z o.o.
64223,Non-Profit,MITCON
35179,NSP,Korbank
327935,NSP,iSPACE
201990,Cable/DSL/ISP,Techgroup Jakub Osuch
57254,Cable/DSL/ISP,SKANET
59990,Cable/DSL/ISP,Netrunner ISP
36866,NSP,Jamii Telecommunications
207149,Educational/Research,snaw.net networks
57724,NSP,DDoS-Guard.net main network
203164,Content,Traveljigsaw
132196,Cable/DSL/ISP,Danawa Resources Sdn Bhd
61834,Cable/DSL/ISP,JACOMELI TELECOM
202744,Cable/DSL/ISP,A.R. Remedium Anna Kaszczyk-Kowalczyk
62646,NSP,WireStar
18988,Cable/DSL/ISP,City West Cable & Telephone
196816,NSP,NIxus Networks S.L.
265172,Cable/DSL/ISP,NavelinkNet
264955,NSP,A S Jacobi Informatica
50577,NSP,INTELSC Ltd
28323,NSP,VIPRede Telecomunicações
7122,Cable/DSL/ISP,MTS
263928,Cable/DSL/ISP,JBMNET TELECOM
265326,Cable/DSL/ISP,S LANZA JUNIOR
9179,Content,FidoNet AnyCast
28683,Cable/DSL/ISP,SBIN
262644,Cable/DSL/ISP,CONECTA NETWORKS
133300,Cable/DSL/ISP,Soibam Technology
200125,Cable/DSL/ISP,AVITO
133652,Cable/DSL/ISP,Zapbytes Technologies
132123,Enterprise,Portonics Limited
36946,Route Server,CIVIX Route Servers
61195,Route Server,PeeringCZ Route Servers
30170,Cable/DSL/ISP,Optic Fusion
34525,Cable/DSL/ISP,KOBA
327687,Educational/Research,Research and Education Network for Uganda (RENU)
30997,Route Server,GIXA Route Servers
22243,Enterprise,CentraComm Communications
198004,Cable/DSL/ISP,Interkonekt
11399,Educational/Research,Williams College
50352,Cable/DSL/ISP,WIREM Italy
37716,Route Server,BFIX Burkina Faso Route Servers
29357,Cable/DSL/ISP,Ooredoo Kuwait (Wataniya Telecom)
50531,Content,ABAX
37481,Route Server,CGIX-BZV Route Servers
32165,Enterprise,BCBSMA
48176,NSP,OOO SET
199422,Enterprise,Rezopole-Services
135478,Cable/DSL/ISP,CBN Broadband
132683,NSP,Style Of Global
42926,NSP,Radore Veri Merkezi Hizmetleri
204019,Cable/DSL/ISP,FLYNET
41841,Cable/DSL/ISP,"Microchip s.c. W. Wrodarczyk, A. Kossowski"
56949,Cable/DSL/ISP,"PHU ""ADI Lan-Net"" Małgorzata Bagan"
203389,Cable/DSL/ISP,Telewizaja Kablowa BART-SAT
42981,Enterprise,RES.PL
30813,Cable/DSL/ISP,Ostrog.NET
56293,Cable/DSL/ISP,Kewiko
56575,Cable/DSL/ISP,TEPSANET NOWACCY Sp.j..
35585,Cable/DSL/ISP,FHU Komnet Grzegorz Poltorak
198151,Cable/DSL/ISP,NCORE Sp. z o.o.
47252,Cable/DSL/ISP,PPHU LUKSUS Grzegorz Wloch
41508,Cable/DSL/ISP,IWACOM Sp. z o.o.
52079,Cable/DSL/ISP,INTERDUO
198529,Cable/DSL/ISP,JDS Systems Jacek Dresler
203140,Cable/DSL/ISP,NETUS Renata Gieruszczak-Fikus
200001,Enterprise,F.H.U. BALMONT
27895,NSP,"Núcleo S.A., PY"
28438,Cable/DSL/ISP,ATC HOLDING FIBRA MEXICO
60257,Cable/DSL/ISP,Origin Broadband Ltd
200438,Cable/DSL/ISP,Ilios-System
10299,Cable/DSL/ISP,EMPRESAS MUNICIPALES DE CALI
264765,Cable/DSL/ISP,VANET TELECOMUNICACIONES SRL
49787,Cable/DSL/ISP,STRONG-PC Tomasz Piekarski
56204,Cable/DSL/ISP,NetMax Technologies Pvt. Ltd.
42266,Cable/DSL/ISP,PIEKARY.NET
16110,Cable/DSL/ISP,Podkarpacki.net
51225,Route Server,ArmIX Route Servers
16190,Cable/DSL/ISP,WEB LLC
47623,Cable/DSL/ISP,Institute for Informatics and Automation Problems of National Academy of Sciences of the Republic of Armenia
39863,Cable/DSL/ISP,Crossnet
43733,NSP,Viva Armenia AS43733
42991,Cable/DSL/ISP,BioNet
50623,Cable/DSL/ISP,InfoTech
47975,Cable/DSL/ISP,Pimox
201986,Cable/DSL/ISP,ArpiNet AS201986
11014,Cable/DSL/ISP,CPS
198416,Cable/DSL/ISP,elzappero.net
24500,NSP,iVox
31304,Cable/DSL/ISP,Espol
36902,Cable/DSL/ISP,Intelvision
23641,NSP,N.S Computer Service
44511,NSP,SLÅEN SYGARD
59945,Cable/DSL/ISP,A. Z. Hynasinscy sp. j.
51941,Enterprise,BaseN Corporation
44124,Cable/DSL/ISP,Rybnet
50467,Cable/DSL/ISP,Beskid Media
4675,NSP,"UNIADEX, Ltd."
56099,Cable/DSL/ISP,Asian Vision Cable
197186,Cable/DSL/ISP,Prestiz S.C Rafal Nowocinski Urszula Nowocinska
47275,Cable/DSL/ISP,Torjon Wieslaw Radka
59105,NSP,Home NOC Operators Group
25249,Cable/DSL/ISP,Magticom
22518,Enterprise,Pandora Corporate
47096,NSP,"Compudyne, Inc."
262450,Cable/DSL/ISP,NORTENET TELECOMUNICACOES DO BRASIL LTDA - EPP
263154,Cable/DSL/ISP,Avancar
53167,Cable/DSL/ISP,Sebratel Tecnologia
207080,Educational/Research,Basil Fillan
56123,Educational/Research,VERNet
60917,NSP,TEDRA GLOBAL SOLUTIONS SL
264346,NSP,SOFTWAY INFORMATICA
35444,Cable/DSL/ISP,Digicom Albania
131357,Educational/Research,DUYTAN University
394434,NSP,Twilio
41096,Cable/DSL/ISP,TOV TV&Radio Company 'TIM'
58893,Cable/DSL/ISP,Gemnet Enterprise Solutions
393837,Cable/DSL/ISP,VERONA NETWORKS
39806,Content,Admax AB
199319,Cable/DSL/ISP,VOICE NET S.A.
47253,Cable/DSL/ISP,BCI Telecommunication & Advanced Technology Company
61568,Cable/DSL/ISP,FSF Tecnologia
201639,Enterprise,INECOBANK
43845,Cable/DSL/ISP,Hi-Tech Gateway
52160,Enterprise,VTB Armenia Bank
51090,Non-Profit,AM NIC
199673,Enterprise,"""ABC Domain"" LLC"
48861,Cable/DSL/ISP,Apaga Technologies CJSC
33852,NSP,Viva Armenia AS33852
57162,Enterprise,"""Areximbank-Gazprombank Group"" CJSC"
199410,Cable/DSL/ISP,TMF Poland TruNet Maciej Filipowicz
264508,Cable/DSL/ISP,INET TELECOM E INFORMATICA LTDA
25595,Enterprise,Slashme BV
264681,Cable/DSL/ISP,PatagoniaIP
58965,Cable/DSL/ISP,ANJANI BROADBAND SOLUTIONS
34058,NSP,lifecell
18747,Enterprise,IFX
43503,NSP,Herbst Datentechnik GmbH
36511,Cable/DSL/ISP,Dauphin Telecom Guadeloupe
48544,Cable/DSL/ISP,Tecnotel Servizi Tecnologici
207036,Non-Profit,Ariel Antigua
45561,NSP,M800
59780,Enterprise,SURFBOXX IT-SOLUTIONS GmbH
53780,NSP,AppRiver
264545,Cable/DSL/ISP,Wellnet
48053,Non-Profit,FORTH AS 48053
47200,Route Server,NIX.CZ Route Servers
52686,Cable/DSL/ISP,F.J.FANTINI AMPARO ME
49532,Cable/DSL/ISP,Eonix E.U. Region
27817,Educational/Research,Red Nacional Académica de Tecnología Avanzada RENATA
264117,Cable/DSL/ISP,Fibramais Telecom Ltda
198389,Cable/DSL/ISP,EASY NET Arkadiusz Merchel
47627,Route Server,NIX.SK Route Servers
4004,NSP,"Orange Business Services Britain, Western Africa"
60662,Enterprise,Data Communication & Software i Grondal Aktiebolag
35382,Content,GleSYS AS35382
131911,Cable/DSL/ISP,"HONJYO CABLE VISION CO., LTD."
52611,Cable/DSL/ISP,EdiMelo Telecom
395394,NSP,xyTel Inc
48953,Cable/DSL/ISP,Broadmax Iletisim Ltd
58474,Cable/DSL/ISP,MATRIXNET GLOBAL INDONESIA
58879,NSP,Shanghai Anchang Network Security Technology
50685,Cable/DSL/ISP,United Networks Ltd.
197667,Cable/DSL/ISP,FEROMEDIA
266272,Cable/DSL/ISP,JundFibra Telecomunicações
27951,Cable/DSL/ISP,Media Commerce Partners
19863,NSP,Guyana Telephone & Telegraph Co.
45194,Cable/DSL/ISP,Syscon Infoway
28838,Route Server,SAIX Route Servers
52330,NSP,S3WIRELESS COLOMBIA S.A
57608,Cable/DSL/ISP,DGNET
262186,Cable/DSL/ISP,TV AZTECA SUCURSAL COLOMBIA
44901,Content,BelCloud Ltd.
197709,Cable/DSL/ISP,MCG Jakub Skorek
64402,NSP,VMX Communications
263807,Content,MEDIASTREAM
8453,Cable/DSL/ISP,Econis
328068,Cable/DSL/ISP,Active Fibre
49643,Cable/DSL/ISP,MWK-Online.ch
15190,Content,CTS LanguageLink
135543,Content,Network Dynamics
198761,NSP,Simac ICT Nederland
263242,Cable/DSL/ISP,DIGITAL WORK
265377,NSP,FLASH NET TELECOMUNICAÇÕES LTDA ME
24271,Cable/DSL/ISP,Iruma CableTV
198418,Cable/DSL/ISP,CELCOM
50520,Cable/DSL/ISP,HOSTMEIN
3342,NSP,Cibicom
203596,Cable/DSL/ISP,Celya AS203596
15348,Enterprise,Tucows
7474,NSP,SingTel Optus
4804,Cable/DSL/ISP,Optus Internet
63529,Route Server,BKNIX Route Servers
262376,Cable/DSL/ISP,NOVANET TELECOMUNICAÇAO
134835,NSP,Starry Network Limited
59415,Cable/DSL/ISP,PPHU Haker Mateusz Dymitruk
264316,Cable/DSL/ISP,IZAZ Processamento de Dados
64415,NSP,Connectbit.io
27919,Non-Profit,IXP Ecuador
27733,Cable/DSL/ISP,Centro Nacional de Computacion
23762,NSP,VPNsolutions Pty Ltd
24843,Content,FRANCE TELEVISIONS
263917,Cable/DSL/ISP,Nossarede Telecom Ltda
265277,Cable/DSL/ISP,Connect Serviços de Comunicações Ltda
133846,Educational/Research,IMLONGHAO
135099,Cable/DSL/ISP,CHOICE IT
58895,Cable/DSL/ISP,Ebone Network
7597,Route Server,IIX-APJII Route Servers
134008,Cable/DSL/ISP,T10 Networks
133749,Content,Solnode
33339,Enterprise,Nemont
45641,NSP,Advantage Computers
61583,NSP,WDS TELECOM Brasil
51699,NSP,NETZFABRIK
10326,Educational/Research,Worcester Polytechnic Institute
62802,Enterprise,Macys Systems and Technology
395561,Cable/DSL/ISP,DIGICEL Grenada
13823,Cable/DSL/ISP,Mesh.Net
264577,Cable/DSL/ISP,Silva Telecom
203155,NSP,Giuliano Schindler
48956,Cable/DSL/ISP,HyperNET
44084,Cable/DSL/ISP,MultiWire S.r.l.
264030,Cable/DSL/ISP,FIBERTELECOM
4805,NSP,Orange Business Services Oceania
6505,NSP,Orange Business Services Southern Cone
201548,Cable/DSL/ISP,Maxicom
15738,NSP,TOV BF Express
5583,NSP,"Orange Business Services Benelux, Gulf, ZA"
10282,NSP,Orange Business Services Central Europe
6853,NSP,Orange Business Services Southern Europe
52770,Cable/DSL/ISP,ACEM TELECOMUNICAÇÕES LTDA
132579,NSP,Tonga Cable Limited
13538,Route Server,NYIIX-NY Route Servers
394488,Educational/Research,Bergen County Vocational Technical School District
53732,Cable/DSL/ISP,InnSys
52991,Cable/DSL/ISP,TPNET
395570,Cable/DSL/ISP,FibreStream
262527,Cable/DSL/ISP,MTCASEMOD COMERCIO DE PROD. DE INFOR. E SERV.
262968,Enterprise,4B Digital Ltda
134033,Cable/DSL/ISP,Hi Reach Broadband
134832,NSP,Premier Technology Solutions
202921,Cable/DSL/ISP,CC INTERNET
6300,Cable/DSL/ISP,Consolidated Communications - TX
40526,Content,"Gap, Inc. Direct"
134622,NSP,Ekadata ISP
20375,Cable/DSL/ISP,Teksavvy Solutions Inc. West
44489,Cable/DSL/ISP,"STARNET, s.r.o."
60458,Cable/DSL/ISP,Xtudio Networks S.L.U
36369,Cable/DSL/ISP,Limewave Communications Inc.
199490,Cable/DSL/ISP,INTERCONNECT s.r.o.
3754,Educational/Research,NYSERNet
50601,NSP,Crossivity
31611,Cable/DSL/ISP,Time-Net AS31611
199517,Cable/DSL/ISP,Intermatik Mateusz Skucik
20119,Enterprise,Arrow Group
2598,Educational/Research,IIT-CNR Isolario Project
30447,Content,"Hostopia, a HostPapa, Inc. company [USA]"
9115,Content,"Hostopia, a HostPapa, Inc. company [Europe]"
133245,Cable/DSL/ISP,Go WiFi Networking Solutions
263522,Cable/DSL/ISP,LGNET
52375,Non-Profit,Cabase LPL RS
52403,Non-Profit,Cabase MDQ RS
52404,Non-Profit,Cabase POS RS
52500,Non-Profit,Cabase PMY RS
52294,Non-Profit,Cabase NQN RS
52324,Non-Profit,Cabase ROS RS
52332,Non-Profit,Cabase BHB RS
52360,Non-Profit,Cabase MZA RS
52359,Non-Profit,Cabase SFE RS
52374,Non-Profit,Cabase COR RS
61495,Non-Profit,Cabase JUN RS
61494,Non-Profit,Cabase SLU RS
61504,Non-Profit,Cabase PER RS
61505,Non-Profit,Cabase TUC RS
52508,Non-Profit,Cabase NGB RS
52509,Non-Profit,Cabase SZP RS
61520,Non-Profit,Cabase SLT RS
11492,Cable/DSL/ISP,CABLE ONE
132957,Cable/DSL/ISP,Pintwire Infomatics Private Limited
35760,Cable/DSL/ISP,PROXNET SP.J.
134409,Non-Profit,PublicDNS AS134409
199645,NSP,integrate-it Netzwerke GmbH
198035,Cable/DSL/ISP,MIRASOFT Sp. z o.o.
135724,Cable/DSL/ISP,Allnet Broadband Network Pvt Ltd
199846,Cable/DSL/ISP,ComNet Multimedia Sp. z o.o.
197318,Cable/DSL/ISP,HardCom Sp. z o.o.
41522,Cable/DSL/ISP,ETT sp. z o.o.
20283,Cable/DSL/ISP,CONSOLIDATED TELEPHONE AS 20283
51559,Cable/DSL/ISP,Netinternet
5118,Route Server,Ninja-IX Phoenix Route Servers
35434,Cable/DSL/ISP,PirxNet Grzegorz Bialas
6169,Enterprise,Kentik Technologies
135171,Cable/DSL/ISP,Balaji Infra Ray
20832,Cable/DSL/ISP,FUSE2
50533,NSP,ITENOS
52385,Non-Profit,CRIX Route Servers
28545,Cable/DSL/ISP,izzi telecom (AS28545)
52601,Cable/DSL/ISP,FAXT Telecomunicações Ltda
196969,Cable/DSL/ISP,NetfiberMW
207151,Content,AZYLIS SARL
50770,Content,Nerdalize
200142,Cable/DSL/ISP,IPMEDIA
52971,Cable/DSL/ISP,MICKS TELECOM
28333,Cable/DSL/ISP,Local Datacenter Solues em Comunicao Ltda
6697,NSP,Beltelecom
40731,NSP,Latin IP LLC
12085,NSP,Equinix Legacy Network - DC
48716,Enterprise,PS Internet Company Network
200414,Cable/DSL/ISP,Multiplay Sp. z o.o. S.K.
38942,Cable/DSL/ISP,Centrum Uslug Komputerowych GROT sp. z o.o.
196729,Cable/DSL/ISP,Multiplay Sp. z o.o. SK
197588,Cable/DSL/ISP,Multiplay Sp. z o.o. S.K
199551,Cable/DSL/ISP,Multiplay Sp. z o.o. S. K.
51337,Cable/DSL/ISP,DEBACOM
46887,NSP,Crown Castle
264083,Non-Profit,Confederação Brasileira de Futebol
265097,Cable/DSL/ISP,Upnet Telecom
9676,Cable/DSL/ISP,SaveCom
26077,Cable/DSL/ISP,Nextlink Broadband
31479,Cable/DSL/ISP,Iporium Networks
11472,Cable/DSL/ISP,Your Town Online
47013,NSP,Colocation America AS47013
53045,Cable/DSL/ISP,UAUBR PROVEDOR DE ACESSO A INTERNET
22667,Cable/DSL/ISP,"Vista Broadband Networks, Inc"
7470,Cable/DSL/ISP,TRUE INTERNET
18931,Cable/DSL/ISP,JBJ Internet
2047,Enterprise,Hoffmann - La Roche Ltd.
35891,Cable/DSL/ISP,Norwood Light Broadband
52967,Cable/DSL/ISP,Veloso Assessoria em TI EIRELI - ME
47340,Enterprise,Roche Diagnostics GmbH
10725,Enterprise,Genentech
8995,Non-Profit,LM Jogback Datakonsult
17018,NSP,QTS Sacramento
20141,NSP,QTS Atlanta-Suwanee
34307,Route Server,NL-ix Route Servers
264598,NSP,DELTA TELECOMUNICAÇÕES
394968,NSP,QTS Chicago
40107,NSP,QTS Dallas
11767,NSP,QTS Miami
40606,NSP,QTS Overland Park
53907,NSP,QTS Richmond
40913,NSP,QTS Santa Clara
203500,Cable/DSL/ISP,Abeille
53096,Cable/DSL/ISP,BNET Telecom
59428,Route Server,SEA-IX Route Servers
51948,Cable/DSL/ISP,MARKOMP MAREK MATEJKOWSKI
60098,Cable/DSL/ISP,Insit-Invest
134149,Enterprise,RED PIRANHA
197965,Enterprise,ahd GmbH & Co. KG (a Proact Company)
53223,Cable/DSL/ISP,Master Net Telecom
266332,NSP,PRESTEL SERVICOS
30648,Non-Profit,ELECTRONIC RECYLCING ASSOC
264424,Cable/DSL/ISP,Enormity Brasil Tecnologia
37387,NSP,Platformity
135253,Cable/DSL/ISP,Mft Internet
47699,Non-Profit,Bredbandskollen
206823,Content,Breyer
42935,Cable/DSL/ISP,SSH
20530,Route Server,RoNIX Route Servers
56800,NSP,LAST MILE
37324,Route Server,MIXP Route Servers
395651,Content,TahoeIX Services
29974,Cable/DSL/ISP,Wightman Telecom
12150,Cable/DSL/ISP,COTELCAM
264069,Cable/DSL/ISP,Conecttiva Telecom
202056,Route Server,PCIX Route Servers
135526,Enterprise,KordaMentha Pty Ltd
25472,Cable/DSL/ISP,WIND HELLAS TELECOMMUNICATIONS
17539,Cable/DSL/ISP,NetSol Connect
203089,Cable/DSL/ISP,Link Space
56809,Enterprise,ISOKRON AS
9260,NSP,Multinet Pakistan Pvt. Ltd.
134001,Cable/DSL/ISP,Sanghvi Infotech
45410,Cable/DSL/ISP,"ALLO, City Broadband Service"
59445,Enterprise,ICC NETWORKS
133246,Cable/DSL/ISP,softnet network
207195,Enterprise,IP Wholesale
264114,Cable/DSL/ISP,RZ NET
53172,Cable/DSL/ISP,Next Telecomunicações do Brasil LTDA
197430,Cable/DSL/ISP,AxByte AS197430
52274,Non-Profit,NIC.EC S.A.
50223,NSP,Alfa Telecom
12997,NSP,Kyrgyztelecom
200569,NSP,Acknowledge Benelux
199550,Cable/DSL/ISP,"PPHU ""DANEX"" Danuta Tomaszczyk"
34251,Cable/DSL/ISP,IMC
35491,Cable/DSL/ISP,TPnets.com
206754,Educational/Research,Alistair Mackenzie
201049,Cable/DSL/ISP,POGODNA.NET
199346,Cable/DSL/ISP,Kerry Broadband Ltd
198187,Cable/DSL/ISP,STUDIOWIK
264737,Cable/DSL/ISP,"Juan Pablo Florentin ""JUAMPY.NET"""
63928,NSP,Freecomm Corporation
24427,NSP,Freecomm Corporation (AS24427)
48694,Cable/DSL/ISP,IT Futura Marcin Bartnik
199787,Cable/DSL/ISP,StormNet Ireneusz Kot
203741,Cable/DSL/ISP,SKYDATA_PL LUKASZ JANUS
203263,Cable/DSL/ISP,Magazyn Fabryczny Netcom Adam Krawcewicz
51310,Cable/DSL/ISP,MATRONIX
48727,Cable/DSL/ISP,Phu Adamek
50095,Cable/DSL/ISP,SZCZECINSKI.COM / HAPAY.PL
25084,Educational/Research,Politechnika Czestochowska
55805,NSP,MobiCom Corporation
200697,NSP,Dijlat Al-Khair for communications and internet
133275,Cable/DSL/ISP,Gigantic Infotel Pvt Ltd
197113,Cable/DSL/ISP,LCS Systemy Teleinformatyczne
200602,Cable/DSL/ISP,GBN.PL Sp. z o.o.
201754,Cable/DSL/ISP,BLUEKOM - Tomasz Waśniewski
35199,Cable/DSL/ISP,ENFORMATEL
262437,Cable/DSL/ISP,InNET Ponto Com
204136,Non-Profit,Silent Ghost
29061,NSP,Saimanet Telecomunications
57033,Cable/DSL/ISP,Altair LLC (Pokrovsk)
34092,Cable/DSL/ISP,TVCOM LLC (Mar)
197592,Cable/DSL/ISP,iNET group ZP
20714,Cable/DSL/ISP,Merlin-Telekom
26343,Enterprise,Sterling Payment Technologies
19930,NSP,Equinix Legacy Network - CH
27566,NSP,Equinix Legacy Network - NY
54588,NSP,Equinix Legacy Network - SV
32323,NSP,Equinix Legacy Network - TR
35213,NSP,"TOV ""Kompjuternie Merezhi"""
10780,Enterprise,"Pure Storage, INC."
60860,Cable/DSL/ISP,Altair LLC (Kiev)
25694,Content,Atomic Data
200750,Cable/DSL/ISP,Klinika Komputera Artur Wolski
23693,NSP,Telekomunikasi Selular
206894,Cable/DSL/ISP,Wholesale Connections
198909,Cable/DSL/ISP,Bartosz Bartczak Algrim 2
264112,NSP,CAMON PROVEDOR
43509,Educational/Research,Bank-Verlag
197181,Cable/DSL/ISP,NETICO S.C.
266296,Cable/DSL/ISP,Green Telecom LTDA
59258,NSP,IIJ Global Solutions Singapore
27382,NSP,"ColoSpace, Inc."
3169,Cable/DSL/ISP,Jacek Pasek BRK Network Devices
50515,Enterprise,Tier SRL
204121,Cable/DSL/ISP,ADAL NETWORK SRL
199510,Cable/DSL/ISP,WIFIMAX
13896,NSP,FUZE
135810,Cable/DSL/ISP,Speedglobal Telecom Network
264920,Cable/DSL/ISP,Shel Net Informatica
52009,Cable/DSL/ISP,RAFAL SLAWINSKI SEJNET
132412,Content,"CyberWorld Data Center Co.,Ltd."
9542,Content,YUNLE Network
202994,Cable/DSL/ISP,Air NET
58504,Cable/DSL/ISP,TECHMINDS NETWORKS
36008,Enterprise,Broadridge Customer Communications Canada
202566,Cable/DSL/ISP,QuestNet GmbH
57926,Content,SafeDNS
199496,Cable/DSL/ISP,E-PORTS AMPLE DE BANDA I INTERNET
44784,Cable/DSL/ISP,"Szajkowski Piotr ""APCOM POLAND"""
266364,Cable/DSL/ISP,RABELO FLORES SERVICOS DE MULTIMIDIA LTDA - ME
201705,Cable/DSL/ISP,Netports
11109,Government,State of Alabama
206758,Cable/DSL/ISP,Arkadiusz Jerzy Kochanski trading as Akomp Systemy Informatyczne
31577,Cable/DSL/ISP,"Prored Comunicaciones, S.L."
52455,Cable/DSL/ISP,TEMPUS GROUP S.A
62618,Educational/Research,Michigan Technological University
58067,NSP,JSC Chitatehenergo
136019,Cable/DSL/ISP,auIX peering ASN
27866,Cable/DSL/ISP,Compañía Paraguaya de Comunicaciones S.A. - 2
197345,Cable/DSL/ISP,ARKOM
8458,Cable/DSL/ISP,Blue Net SC
61056,Cable/DSL/ISP,Multi-Net Infrastruktura
197418,Cable/DSL/ISP,NET-KONT@KT S.C. M. Pawlak P. Janicki
52195,Cable/DSL/ISP,AP-MEDIA
201068,Cable/DSL/ISP,AK-COM
17683,NSP,WINTECH Communications
203677,Cable/DSL/ISP,TEN.NET
264191,Cable/DSL/ISP,Temais Telecom
199811,Cable/DSL/ISP,Wifx
264414,Cable/DSL/ISP,R. PIETSCH
58923,NSP,InterCloud BD
45873,Cable/DSL/ISP,Nehos Communications
134269,Cable/DSL/ISP,Net Solutions
56534,NSP,Comfortel
198525,Cable/DSL/ISP,ClimaxNET
197262,Cable/DSL/ISP,AMBIT SYSTEMY INFORMATYCZNE
198401,Cable/DSL/ISP,Geckonet
264744,Cable/DSL/ISP,FibraTeleCoM
52106,Cable/DSL/ISP,GALATEA - Dominik Budzowski
198040,Cable/DSL/ISP,CHOJNET Maciej Szypryt
28305,Cable/DSL/ISP,LGTEL61 INTERNET
199413,Cable/DSL/ISP,AIR-NET
198167,Content,Apptocloud.com
35306,Cable/DSL/ISP,P.P.H. RENE
132454,Cable/DSL/ISP,IPS - Keysquare Inc
36965,Cable/DSL/ISP,WIA Tanzania
200089,Enterprise,AMS SYSTEM sp. z o.o.
42314,NSP,Fusion Ltd.
199226,Cable/DSL/ISP,Cablemel
198317,Cable/DSL/ISP,KOMPEX
8134,Cable/DSL/ISP,up.net
133742,Enterprise,State Trading Organization
203434,Enterprise,Open Circle AG
62856,Content,Docusign
52031,Cable/DSL/ISP,Alfazone
134702,Cable/DSL/ISP,NETSCOPE
197310,Cable/DSL/ISP,FUH JUTRA Artur Kujawski
37313,NSP,Ministry of Communications Ghana
11844,Cable/DSL/ISP,EMPRESA CATARINENSE DE TECNOLOGIA EM TEL
55064,Enterprise,Arista Networks
264756,Cable/DSL/ISP,Cable Television Satelital
27224,NSP,Equinix Legacy Network - LA
29884,NSP,Equinix Legacy Network - DA
32550,NSP,Equinix Legacy Network - SE
207028,Non-Profit,Senza Fili Senza Confini
27632,Enterprise,Tractor Supply Company
262601,Cable/DSL/ISP,GTNET PROVEDOR DE ACESSO A INTERNET
57121,Cable/DSL/ISP,IT Systematic Group
133130,NSP,Tello Services
134067,Cable/DSL/ISP,Uniti Wireless
266323,Cable/DSL/ISP,HPN TELECOMUNICAÇÕES
45679,Educational/Research,TOMOCHA.NET
43495,Cable/DSL/ISP,eDial
198007,Cable/DSL/ISP,dobrafirma.pl
37578,Network Services,KIXP - Nairobi Management Network
44239,Content,proinity
198091,Cable/DSL/ISP,e-Call Polska Sp. z o.o.
7004,NSP,CTC Transmisiones Regionales S.A.
62373,Cable/DSL/ISP,Christian Singerl
37704,Route Server,KIXP - Nairobi Route Servers
31126,Cable/DSL/ISP,SODETEL S.A.L.
62100,Cable/DSL/ISP,KASIR NETWORKS
37770,Non-Profit,KIXP - Mombasa
57198,NSP,Partitionware Ltd
134000,Cable/DSL/ISP,GBPS NETWORKS PRIVATE LIMITED
328015,NSP,Sombha Solutions Store
55814,Cable/DSL/ISP,Siliguri Internet & Cable TV Pvt. Ltd.
34458,Cable/DSL/ISP,Smart Networks
203985,Cable/DSL/ISP,Emultinet Sp. z o.o.
36926,NSP,Airtel Networks Kenya
62167,NSP,Tismi
5507,Route Server,BiX Route Servers
262512,Government,Cijun - Companhia de Informatica de Jundiai
64463,Cable/DSL/ISP,InterXS
6231,Enterprise,SCANA
49218,NSP,Nizhnetagilskie Kompyuternye Seti
36915,NSP,Echotel International Kenya
51636,Cable/DSL/ISP,BORKOW.ORG PPHU
62328,Cable/DSL/ISP,AGG
199338,Cable/DSL/ISP,Adam Ryszewski AR-NET
197697,Cable/DSL/ISP,Derkom Spolka
56783,Cable/DSL/ISP,ConnectIT Marcin Hajka
